,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,eccentricity,label,perimeter,tiff_file,perimeter (um)
3137,22,29.02262460748893,3.8827426704385286,436.45454545454544,289.45454545454544,0.8188311054374778,0.9910106089343761,245,24.798989873223327,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,3.9926373695889557
3138,20,26.842187238121987,2.982781298318921,435.8,415.15,-0.8244200078940752,0.993806673515555,246,21.970562748477143,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,3.53726060250482
3139,6,7.011524071160396,1.0299283575863678,429.6666666666667,44.5,-1.3410386262372198,0.9891527151132065,247,4.414213562373095,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.7106883835420683
3140,25,21.0277700301008,7.487328466228429,443.92,224.88,0.07111730683209024,0.9344598214127794,249,25.142135623730947,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,4.0478838354206825
3141,4,4.680205767201096,1.046744465787899,440.5,122.25,-0.30733147596108273,0.9746687158738291,252,2.2071067811865475,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.35534419177103416
3142,4,4.47213595499958,0.0,444.5,106.0,0.0,1.0,255,2.0,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.322
3143,4,5.23606797749979,0.7639320225002099,446.5,86.0,-0.5535743588970452,0.9892996329463546,257,2.414213562373095,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.3886883835420683
3144,8,9.482035477691502,1.446030151760226,447.5,495.5,1.308398440969843,0.9883031493381144,258,6.621320343559642,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,1.0660325753131024
3145,5,5.77331086475517,1.1085493488789315,448.8,39.0,-1.3657326565241512,0.9813924293080768,260,3.2071067811865475,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.5163441917710342
3146,6,7.990582326372801,1.0195503785235605,452.5,8.166666666666666,0.5504098441889443,0.9918264821104457,262,5.035533905932738,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.8107209588551708
3147,37,28.39010080659961,6.895917171377685,455.0810810810811,191.56756756756758,-1.3238642582568956,0.970051671624397,263,36.34924240491749,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,5.852228027191716
3148,21,24.451395664149498,4.356817391739278,459.0952380952381,456.9047619047619,-0.3449858345846544,0.9839974089083835,266,22.727922061357855,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,3.659195451878615
3149,16,16.910660007947218,3.9407585685518174,457.875,271.875,1.1158386711249455,0.9724685905917501,269,15.485281374238571,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,2.49313030125241
3150,8,9.197363265833896,1.0763405391832273,458.5,369.875,-0.08429846980471481,0.9931287244093358,270,6.207106781186548,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.9993441917710343
3151,22,19.01144322131973,6.391088982174582,468.27272727272725,98.31818181818181,-0.3527361188458053,0.9418010950680581,274,20.692388155425117,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,3.331474493023444
3152,16,15.158805556930625,4.964686705842492,469.5,210.1875,0.7130924073206227,0.9448471112043322,276,16.727922061357855,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,2.6931954518786148
3153,9,12.074251327686053,1.4019776373482784,468.1111111111111,492.55555555555554,0.7936391753149492,0.993236008934198,277,8.863961030678928,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,1.4270977259393074
3154,14,13.215662746619495,3.263798495096353,471.92857142857144,131.64285714285714,-0.26568537302702255,0.9690245481316476,278,12.449747468305834,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,2.0044093423972393
3155,4,6.324555320336759,0.0,468.5,302.5,0.7853981633974483,1.0,279,2.8284271247461903,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.45537676708413666
3156,25,14.858866185825542,5.7009205986165385,475.4,379.36,-1.466018846517655,0.9234697227172936,285,22.07106781186548,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,3.5534419177103422
3157,32,32.26318308361502,4.746000138341515,491.3125,266.0,-0.2543509968699296,0.9891212294913827,289,32.384776310850235,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,5.213948986046888
3158,5,5.687161940617039,1.4886870259383043,482.0,75.2,0.10703034178191077,0.965132257292086,292,3.621320343559643,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.5830325753131025
3159,6,7.913767263748637,1.3478620625512365,482.8333333333333,234.33333333333334,0.8403232228210136,0.985389040693039,293,5.035533905932738,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.8107209588551708
3160,13,15.061602875822691,3.690730495725037,485.38461538461536,398.7692307692308,0.5494044794020726,0.969512376873256,296,12.899494936611665,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,2.0768186847944783
3161,4,4.680205767201096,1.046744465787899,485.5,23.75,-0.30733147596108273,0.9746687158738291,299,2.2071067811865475,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.35534419177103416
3162,7,8.0,0.0,484.0,476.0,1.5707963267948966,1.0,301,5.0,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.805
3163,4,4.680205767201096,1.046744465787899,486.5,57.25,0.30733147596108273,0.9746687158738291,302,2.2071067811865475,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,0.35534419177103416
3164,18,20.939674141556864,1.692152528216128,488.3333333333333,320.5,-1.4365517358528286,0.9967294563371909,304,17.035533905932738,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,2.7427209588551706
3165,20,21.96925752464537,3.186176990660243,497.9,288.3,1.3548762476920753,0.9894274210993774,309,19.27817459305202,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_7/2022-Sep1_MTdist_Box1_7_MMStack_Pos0.ome.tif,3.1037861094813755
3166,4,5.495947704432125,0.8913802949063088,9.5,12.25,0.6298990230946778,0.9867597703560507,1,2.621320343559643,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_14/2022-Sep1_MTdist_Box1_14_MMStack_Pos0.ome.tif,0.4220325753131025
3167,9,10.352489113662838,2.6455261589455743,10.444444444444445,227.0,1.4995689372796763,0.9667971794183879,2,8.035533905932738,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_14/2022-Sep1_MTdist_Box1_14_MMStack_Pos0.ome.tif,1.2937209588551708
3168,20,14.925301771263616,5.60672516151052,13.2,238.85,0.8765310143987677,0.9267606422074229,3,17.31370849898476,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_14/2022-Sep1_MTdist_Box1_14_MMStack_Pos0.ome.tif,2.7875070683365464
3169,4,4.680205767201096,1.046744465787899,21.5,312.75,0.30733147596108273,0.9746687158738291,15,2.2071067811865475,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_14/2022-Sep1_MTdist_Box1_14_MMStack_Pos0.ome.tif,0.35534419177103416
3170,15,11.199728498888472,5.75707037728072,25.733333333333334,29.466666666666665,-0.9428621874812714,0.85776825083219,18,13.65685424949238,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_14/2022-Sep1_MTdist_Box1_14_MMStack_Pos0.ome.tif,2.198753534168273
3171,8,9.167843402124667,1.7177448454643092,30.5,9.75,-0.024671316126484995,0.9822901158723124,21,6.82842712474619,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_14/2022-Sep1_MTdist_Box1_14_MMStack_Pos0.ome.tif,1.0993767670841366
3172,9,11.235385113728467,2.390970227786074,33.0,347.44444444444446,0.4147265833247205,0.977094222214008,23,9.071067811865476,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_14/2022-Sep1_MTdist_Box1_14_MMStack_Pos0.ome.tif,1.4604419177103416
3173,4,5.495947704432125,0.8913802949063088,41.25,34.5,0.9408973037002187,0.9867597703560507,31,2.621320343559643,/Users/scliu/Dropbox (Personal)/Academics/PhD_phase/Thomson_Lab/flow_paper/revision/MT_distribution/2022-Sep1_MTdist_Box1_14/2022-Sep1_MTdist_Box1_14_MMStack_Pos0.ome.tif,0.4220325753131025
